markov colab,https://colab.research.google.com/drive/1QinPmGAb2FV_6OuO-vEu8xAmpZ2PJR4d?usp=drive_link
yahtzee colab,https://colab.research.google.com/drive/1SY2AlnFMBC_TQV81oINIqwi_nw8o07Ne?usp=drive_link
computational colab,https://colab.research.google.com/drive/1Uu5OA6MF2GB9LTYM-lAY2rlFGFRZkimU?usp=drive_link
